Rank,Title,Score,YouTube URL,Status
82,Shadow of History - Future Vision XPRIZE Trailer,39,https://www.youtube.com/watch?v=6L-3VT_-nxs,ok
83,STARKEEPERS,53,https://www.youtube.com/watch?v=6UPSk9INVTs,ok
84,Singularity - Future Vision XPRIZE,53,https://www.youtube.com/watch?v=6Z27RxYEb7U,ok
85,OTIUM: The End of Necessity,54,https://www.youtube.com/watch?v=6jIBqtbzyX4,ok
86,CURIOSITY,39,https://www.youtube.com/watch?v=6qXGL9j21kE,ok
87,https://www.youtube.com/watch?v=6qrNREXTpXQ,,https://www.youtube.com/watch?v=6qrNREXTpXQ,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
88,The Future Remembers - Studio Blue Zebra,43,https://www.youtube.com/watch?v=71Oewgnb6D8,ok
89,2093,34,https://www.youtube.com/watch?v=74JxBKX3HdA,ok
90,Project Mars: Designing Humanity's First City on Mars,54,https://www.youtube.com/watch?v=7DavR75QacU,ok
91,https://www.youtube.com/watch?v=7EZJfHItySQ,,https://www.youtube.com/watch?v=7EZJfHItySQ,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
92,The Future of Work,51,https://www.youtube.com/watch?v=7OC_GsjLGdY,ok
93,deluge protocol,25,https://www.youtube.com/watch?v=7RXLDRZC1wQ,ok
94,https://www.youtube.com/watch?v=7VZVKTTG5m8,,https://www.youtube.com/watch?v=7VZVKTTG5m8,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
95,https://www.youtube.com/watch?v=7WYvdzQrsHc,,https://www.youtube.com/watch?v=7WYvdzQrsHc,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
96,Humanity Forward: Building Optimistic Visions of the Future,54,https://www.youtube.com/watch?v=7WkR9ZQgqt4,ok
97,FUTUREVISION XPRIZE: Building Optimistic Visions of the Future,53,https://www.youtube.com/watch?v=7gJt6MwcyP0,ok
98,The Last Generation to Die - Feature Film Pitch,49,https://www.youtube.com/watch?v=7nFjVXgnT58,ok
99,The Eternal Waterfall,53,https://www.youtube.com/watch?v=7tCul7-kMBo,ok
100,The Calling: A Future Vision XPRIZE Film,53,https://www.youtube.com/watch?v=85jmaoCri1U,ok
101,The Museum of Impossible Things,39,https://www.youtube.com/watch?v=8AjZvYIBjzE,ok
102,https://www.youtube.com/watch?v=8F0cTDMr9SY,,https://www.youtube.com/watch?v=8F0cTDMr9SY,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
103,https://www.youtube.com/watch?v=8MF8PZaXfa4,,https://www.youtube.com/watch?v=8MF8PZaXfa4,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
104,Satoshi Returns: War of Frequencies,36,https://www.youtube.com/watch?v=8ToDEpNuNHU,ok
105,A Vision of Humanity's Future,51,https://www.youtube.com/watch?v=8Xvj8yb0XIw,ok
106,Type One: A Future Vision XPRIZE Film,54,https://www.youtube.com/watch?v=8_FRos7t5dQ,ok
107,https://www.youtube.com/watch?v=8_Hi33lAaGc,,https://www.youtube.com/watch?v=8_Hi33lAaGc,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
108,ALIGNMENT Beyond the LIMIT,36,https://www.youtube.com/watch?v=8eMBwFSIt3A,ok
109,Pando: Future Vision XPRIZE Short Film,35,https://www.youtube.com/watch?v=8nR2rgushbg,ok
110,https://www.youtube.com/watch?v=8uifNFgzybQ,,https://www.youtube.com/watch?v=8uifNFgzybQ,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
111,The Listening Chamber,54,https://www.youtube.com/watch?v=95NzLfrILkQ,ok
112,The Seed: When Food Becomes Power,14,https://www.youtube.com/watch?v=9byZlFg_YC4,ok
113,The Banting's Disease,8,https://www.youtube.com/watch?v=9iWpyyl2b_k,ok
114,Two Witnesses - Future Vision XPRIZE,47,https://www.youtube.com/watch?v=9lhJ98TEkFc,ok
115,A Vision of Humanity's Future,51,https://www.youtube.com/watch?v=9qFUC4uVfoY,ok
116,The Architects: Future Vision Abundance,28,https://www.youtube.com/watch?v=9s_coypNCcA,ok
117,The Shore - A Future Vision XPRIZE Film,54,https://www.youtube.com/watch?v=9vPtuZxEkBY,ok
118,See You In A Hundred Years,24,https://www.youtube.com/watch?v=9wOToinZSqE,ok
119,The Forever Machine,51,https://www.youtube.com/watch?v=A0qCJFjzdrU,ok
120,The Mindset Chronicles Trailer,39,https://www.youtube.com/watch?v=AAmfvLAeagw,ok
121,Zero Frequency,51,https://www.youtube.com/watch?v=ABR1q5yiZ-s,ok
122,https://www.youtube.com/watch?v=AFiCkuB_lB4,,https://www.youtube.com/watch?v=AFiCkuB_lB4,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
123,The Generation That Will Build on Mars,41,https://www.youtube.com/watch?v=AH-DcWiXTZA,ok
124,Ours to Build,53,https://www.youtube.com/watch?v=AMWPMJQ5OW8,ok
125,REGENESIS - Future Vision XPRIZE,26,https://www.youtube.com/watch?v=AP4o6y9OwC8,ok
126,Ars Longa - Future Vision XPRIZE,49,https://www.youtube.com/watch?v=AUtYKl1mfdo,ok
127,A Vision of Humanity's Future,51,https://www.youtube.com/watch?v=AcjUPmFCj74,ok
128,The Architect,54,https://www.youtube.com/watch?v=AeYvgjzLPf0,ok
129,https://www.youtube.com/watch?v=AeqMrSy_gT8,,https://www.youtube.com/watch?v=AeqMrSy_gT8,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
130,Aurora Cosmos Starport,39,https://www.youtube.com/watch?v=Am7Fs3j5LDI,ok
131,Journey to the Stars,39,https://www.youtube.com/watch?v=AmbDmBsN4G4,ok
132,Lucky Weds Annie - Future Vision XPRIZE,54,https://www.youtube.com/watch?v=AxLY3H_qmu4,ok
133,The Scroll of Moirai,27,https://www.youtube.com/watch?v=Azvq2zIiMnY,ok
134,https://www.youtube.com/watch?v=B4FIvkbO7gU,,https://www.youtube.com/watch?v=B4FIvkbO7gU,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
135,ARIA 137 - A Future Vision XPRIZE Film,39,https://www.youtube.com/watch?v=BD9KOz8tLaM,ok
136,Familiar,34,https://www.youtube.com/watch?v=BKOnZxRGg7g,ok
137,https://www.youtube.com/watch?v=BLLC6fnlICc,,https://www.youtube.com/watch?v=BLLC6fnlICc,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
138,https://www.youtube.com/watch?v=BMgPOwsvtK4,,https://www.youtube.com/watch?v=BMgPOwsvtK4,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
139,Future Vision XPRIZE: Building Optimistic Visions of the Future,50,https://www.youtube.com/watch?v=BS81S-h0370,ok
140,The Last Day Without Sun,26,https://www.youtube.com/watch?v=BeZEayADLuk,ok
141,https://www.youtube.com/watch?v=BirZKmikcwk,,https://www.youtube.com/watch?v=BirZKmikcwk,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
142,Future Vision XPRIZE: Building Optimistic Visions of the Future,50,https://www.youtube.com/watch?v=BiuXbo5FMXc,ok
143,https://www.youtube.com/watch?v=BlI8Wd-qTtc,,https://www.youtube.com/watch?v=BlI8Wd-qTtc,"error: 1 validation error for VideoAnalysisResult
  Invalid JSON: EOF while parsing a string at line 2 column 61614 [type=json_invalid, input_value='{\n  ""video_url"": ""https..._2_2_2_2_2_2_2_2_2_2_2_', input_type=str]
    For further information visit https://errors.pydantic.dev/2.13/v/json_invalid"
144,The Story Seed,53,https://www.youtube.com/watch?v=BlqwNEHlCi4,ok
145,LUNAR,54,https://www.youtube.com/watch?v=Bm4JXS0W3yg,ok
146,https://www.youtube.com/watch?v=Bn7Tzmj-0Qs,,https://www.youtube.com/watch?v=Bn7Tzmj-0Qs,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
147,https://www.youtube.com/watch?v=BtNGe8PbhAA,,https://www.youtube.com/watch?v=BtNGe8PbhAA,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
148,Good Earth - Future Vision XPRIZE,54,https://www.youtube.com/watch?v=BwJ9nBZ4SBw,ok
149,THE SPACE PIRATE'S CODE: NOAH,42,https://www.youtube.com/watch?v=C-VJLpfnkEI,ok
150,The Alpha Bet,29,https://www.youtube.com/watch?v=C-dZ-6Og92A,ok
151,Table for Twelve Billion,53,https://www.youtube.com/watch?v=C1juQELwNhw,ok
152,Bring Back Bruce,29,https://www.youtube.com/watch?v=C3aGyHLqdy4,ok
153,https://www.youtube.com/watch?v=C8B4xbckO9Y,,https://www.youtube.com/watch?v=C8B4xbckO9Y,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
154,FRATERNITÉ - A Future Vision XPRIZE Film,43,https://www.youtube.com/watch?v=CGTjb5MPAmM,ok
155,https://www.youtube.com/watch?v=CKJFC4LpeuU,,https://www.youtube.com/watch?v=CKJFC4LpeuU,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
156,Everything That Lives,39,https://www.youtube.com/watch?v=CKKWMkfyd4Y,ok
157,The Conductor,53,https://www.youtube.com/watch?v=CRpdWW1v0SQ,ok
158,The Long Way,52,https://www.youtube.com/watch?v=CUXs1R_rC2k,ok
159,Tomorrow Today,53,https://www.youtube.com/watch?v=CV3aTdP_j5g,ok
160,PROTAEVUM,51,https://www.youtube.com/watch?v=CVM4NEW4ZDU,ok
161,After Eternity | FutureVision X Prize,53,https://www.youtube.com/watch?v=CY-8nPEaBXs,ok
162,https://www.youtube.com/watch?v=CYMwMerFm4A,,https://www.youtube.com/watch?v=CYMwMerFm4A,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
163,The Hanalei Churn,39,https://www.youtube.com/watch?v=CZwmUIsqjs4,ok
164,Signature,54,https://www.youtube.com/watch?v=Cj2Gtv2K6fE,ok
165,Slingshot Initiative: Moving Earth to Safety,44,https://www.youtube.com/watch?v=ClWd4e6rOWk,ok
166,https://www.youtube.com/watch?v=Ct4g4xWCKso,,https://www.youtube.com/watch?v=Ct4g4xWCKso,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
167,Singularity: A Future Vision,44,https://www.youtube.com/watch?v=CtEz2YGC2JU,ok
168,Public Domain,23,https://www.youtube.com/watch?v=CzzddXaEM1s,ok
169,https://www.youtube.com/watch?v=D04Zk5I3sf0,,https://www.youtube.com/watch?v=D04Zk5I3sf0,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
170,Roger Roger Compilation,-13,https://www.youtube.com/watch?v=D2jAwlorN30,ok
171,PROSPHER - Future Vision XPRIZE,23,https://www.youtube.com/watch?v=D4aDa2twX3c,ok
172,The World We Chose,53,https://www.youtube.com/watch?v=D9DAxJLdgOc,ok
173,Future Vision XPRIZE: Building Optimistic Visions of the Future,50,https://www.youtube.com/watch?v=DE7KVP-S2Rw,ok
174,https://www.youtube.com/watch?v=DNZmZ0gI6JE,,https://www.youtube.com/watch?v=DNZmZ0gI6JE,"error: 1 validation error for VideoAnalysisResult
  JSON input should be string, bytes or bytearray [type=json_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.13/v/json_type"
175,https://www.youtube.com/watch?v=DP87-ZyYktc,,https://www.youtube.com/watch?v=DP87-ZyYktc,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
176,The Weave,53,https://www.youtube.com/watch?v=DX0Mwovg7xQ,ok
177,https://www.youtube.com/watch?v=DYnDD4jHGGQ,,https://www.youtube.com/watch?v=DYnDD4jHGGQ,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
178,https://www.youtube.com/watch?v=DZY8I7b5huA,,https://www.youtube.com/watch?v=DZY8I7b5huA,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
179,UMWELT - Future Vision XPRIZE,52,https://www.youtube.com/watch?v=DaDgfYiMp78,ok
180,The Glass Age,51,https://www.youtube.com/watch?v=DmmyIvV1C1U,ok
181,https://www.youtube.com/watch?v=DnjoLENPumc,,https://www.youtube.com/watch?v=DnjoLENPumc,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
182,https://www.youtube.com/watch?v=Dss0JkyiU-0,,https://www.youtube.com/watch?v=Dss0JkyiU-0,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
183,"Printed Dawn: A New World, A Second Chance, A Human Choice",52,https://www.youtube.com/watch?v=DupiOMxBr5k,ok
184,https://www.youtube.com/watch?v=E194Nfwq8ew,,https://www.youtube.com/watch?v=E194Nfwq8ew,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
185,SYNAPSE,48,https://www.youtube.com/watch?v=E2Qu-yNxZDM,ok
186,Wounded Wonders,50,https://www.youtube.com/watch?v=E451lFpM2PU,ok
187,https://www.youtube.com/watch?v=E9plEFNUbD8,,https://www.youtube.com/watch?v=E9plEFNUbD8,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
188,DREAM - Future Vision XPRIZE,10,https://www.youtube.com/watch?v=EcPKlNCoWGQ,ok
189,https://www.youtube.com/watch?v=EdijVFjF9rw,,https://www.youtube.com/watch?v=EdijVFjF9rw,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
190,Parnassus Null - Future Vision XPRIZE,43,https://www.youtube.com/watch?v=EnWvfXBUk1M,ok
191,The Summer We Found Tomorrow,48,https://www.youtube.com/watch?v=ErgNjcHjabk,ok
192,Homer Chants USA While Driving,-29,https://www.youtube.com/watch?v=EwLWNXFH2rg,ok
193,ZERO WAKE-VR/SCI-FI SCREENPLAY AI VIDEO,13,https://www.youtube.com/watch?v=ExLJo677wFA,ok
194,https://www.youtube.com/watch?v=Ezje1K9wbhw,,https://www.youtube.com/watch?v=Ezje1K9wbhw,"error: 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'The caller does not have permission', 'status': 'PERMISSION_DENIED'}}"
195,Future Vision XPRIZE: Eli's Story,51,https://www.youtube.com/watch?v=F27WRi5AceM,ok
